CAR_ID,DefectID,SupplierID,OpenDate,DueDate,CloseDate,Status,OwnerID,ActionDescription,VerificationStatus
CAR000348,DFT001696,SUP030,2024-09-26,2024-11-25,,In Progress,EMP0175,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000349,DFT001698,SUP080,2025-04-12,2025-06-11,,In Progress,EMP0113,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000350,DFT001699,SUP080,2025-04-12,2025-05-27,,Overdue,EMP0188,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000351,DFT001702,SUP063,2026-04-06,2026-05-21,2026-04-17,Closed,EMP0157,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000352,DFT001723,SUP076,2026-06-12,2026-07-27,2026-06-27,Closed,EMP0186,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000353,DFT001728,SUP088,2026-04-14,2026-05-29,2026-05-01,Closed,EMP0180,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000354,DFT001729,SUP086,2025-01-18,2025-03-04,2025-01-31,Closed,EMP0107,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000355,DFT001731,SUP050,2025-08-10,2025-08-24,,In Progress,EMP0130,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000356,DFT001732,SUP048,2025-10-17,2025-11-16,,In Progress,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000357,DFT001736,SUP082,2026-01-13,2026-01-27,,In Progress,EMP0129,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000358,DFT001738,SUP028,2025-04-16,2025-05-16,,In Progress,EMP0017,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000359,DFT001740,SUP063,2025-01-14,2025-03-15,2025-02-08,Closed,EMP0020,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000360,DFT001748,SUP067,2025-07-08,2025-09-06,,In Progress,EMP0165,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000361,DFT001758,SUP045,2026-02-02,2026-04-03,,Overdue,EMP0058,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000362,DFT001762,SUP022,2025-01-24,2025-03-10,,Open,EMP0143,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000363,DFT001765,SUP041,2025-03-03,2025-04-17,,Open,EMP0159,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000364,DFT001766,SUP050,2025-12-27,2026-01-26,,Overdue,EMP0076,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000365,DFT001768,SUP051,2025-12-03,2026-01-17,,Open,EMP0112,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000366,DFT001771,SUP077,2025-07-17,2025-08-31,,Open,EMP0190,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000367,DFT001778,SUP059,2024-09-23,2024-10-23,2024-09-29,Closed,EMP0146,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000368,DFT001780,SUP065,2025-06-10,2025-07-25,,Open,EMP0054,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000369,DFT001783,SUP003,2025-10-15,2025-10-29,,In Progress,EMP0156,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000370,DFT001787,SUP018,2025-01-22,2025-03-08,2025-02-07,Closed,EMP0016,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR000371,DFT001807,SUP002,2024-09-02,2024-11-01,,In Progress,EMP0085,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000372,DFT001816,SUP061,2026-07-15,2026-07-29,,Open,EMP0021,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000373,DFT001817,SUP096,2025-11-28,2025-12-12,2025-12-03,Closed,EMP0144,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000374,DFT001819,SUP005,2024-08-03,2024-09-02,,Open,EMP0092,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000375,DFT001820,SUP017,2026-04-27,2026-05-27,,In Progress,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000376,DFT001821,SUP076,2026-04-25,2026-05-09,,In Progress,EMP0043,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000377,DFT001833,SUP037,2025-10-05,2025-11-19,2025-11-13,Closed,EMP0016,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000378,DFT001834,SUP065,2026-07-14,2026-08-28,2026-08-14,Closed,EMP0046,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000379,DFT001839,SUP006,2026-05-18,2026-06-01,,In Progress,EMP0123,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000380,DFT001843,SUP087,2024-09-22,2024-10-06,,In Progress,EMP0143,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000381,DFT001846,SUP005,2024-11-13,2024-12-28,,Open,EMP0057,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000382,DFT001849,SUP023,2025-03-09,2025-05-08,,Overdue,EMP0060,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000383,DFT001850,SUP041,2025-10-02,2025-10-16,,Open,EMP0027,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000384,DFT001851,SUP041,2025-10-02,2025-11-01,2025-11-01,Closed,EMP0190,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000385,DFT001856,SUP017,2025-10-27,2025-11-26,,In Progress,EMP0068,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000386,DFT001860,SUP055,2024-11-27,2025-01-26,,Open,EMP0162,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000387,DFT001863,SUP100,2026-04-15,2026-05-15,,Overdue,EMP0100,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000388,DFT001864,SUP027,2026-06-20,2026-07-20,,Open,EMP0061,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000389,DFT001879,SUP076,2026-03-10,2026-05-09,,Open,EMP0079,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000390,DFT001880,SUP044,2024-08-24,2024-09-07,2024-08-29,Closed,EMP0144,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000391,DFT001884,SUP059,2026-04-20,2026-06-04,,In Progress,EMP0115,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000392,DFT001889,SUP051,2024-09-28,2024-10-28,,In Progress,EMP0014,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000393,DFT001891,SUP015,2025-05-04,2025-05-18,,In Progress,EMP0134,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000394,DFT001892,SUP076,2025-07-17,2025-08-16,2025-07-28,Closed,EMP0058,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000395,DFT001897,SUP061,2025-04-12,2025-06-11,,Overdue,EMP0077,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000396,DFT001898,SUP085,2025-02-17,2025-04-18,,In Progress,EMP0129,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000397,DFT001899,SUP083,2024-12-04,2024-12-18,,In Progress,EMP0091,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000398,DFT001900,SUP051,2024-12-28,2025-01-27,,In Progress,EMP0085,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000399,DFT001902,SUP002,2026-04-08,2026-05-08,2026-04-30,Closed,EMP0100,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000400,DFT001905,SUP048,2025-06-03,2025-07-03,2025-06-29,Closed,EMP0134,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000401,DFT001908,SUP016,2025-04-02,2025-06-01,2025-04-28,Closed,EMP0057,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000402,DFT001910,SUP055,2026-03-26,2026-04-09,,In Progress,EMP0040,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000403,DFT001912,SUP008,2025-08-02,2025-09-16,,Overdue,EMP0180,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000404,DFT001913,SUP036,2024-09-01,2024-10-16,,In Progress,EMP0067,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000405,DFT001915,SUP088,2025-09-09,2025-11-08,,In Progress,EMP0113,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000406,DFT001916,SUP046,2026-02-09,2026-03-11,2026-03-09,Closed,EMP0046,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000407,DFT001921,SUP025,2026-03-09,2026-05-08,,In Progress,EMP0143,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000408,DFT001925,SUP007,2025-05-19,2025-07-18,,In Progress,EMP0126,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000409,DFT001933,SUP065,2024-08-02,2024-08-16,,Open,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000410,DFT001935,SUP066,2025-08-20,2025-10-04,2025-09-06,Closed,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000411,DFT001937,SUP099,2025-08-03,2025-10-02,,Overdue,EMP0130,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000412,DFT001947,SUP081,2026-06-26,2026-07-10,2026-07-07,Closed,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000413,DFT001958,SUP093,2026-05-04,2026-07-03,,Open,EMP0011,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000414,DFT001959,SUP036,2024-08-06,2024-10-05,,In Progress,EMP0116,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000415,DFT001964,SUP100,2025-06-20,2025-08-04,2025-07-08,Closed,EMP0127,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000416,DFT001975,SUP011,2025-01-28,2025-02-27,,In Progress,EMP0195,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000417,DFT001977,SUP007,2026-04-18,2026-05-18,,In Progress,EMP0085,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000418,DFT001979,SUP077,2025-02-08,2025-04-09,2025-03-04,Closed,EMP0159,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000419,DFT001984,SUP047,2026-02-12,2026-03-14,2026-02-24,Closed,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000420,DFT001986,SUP087,2025-03-13,2025-05-12,,Open,EMP0186,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000421,DFT001988,SUP021,2024-11-16,2025-01-15,,Open,EMP0187,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000422,DFT001989,SUP043,2025-07-24,2025-08-07,2025-08-07,Closed,EMP0186,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000423,DFT001990,SUP061,2025-06-28,2025-08-27,,In Progress,EMP0068,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000424,DFT001993,SUP002,2026-05-30,2026-07-29,2026-07-19,Closed,EMP0054,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000425,DFT001994,SUP002,2026-05-30,2026-06-13,2026-06-12,Closed,EMP0102,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000426,DFT001995,SUP029,2025-12-19,2026-01-18,,In Progress,EMP0160,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000427,DFT002004,SUP058,2025-06-06,2025-07-06,2025-06-24,Closed,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000428,DFT002010,SUP005,2024-08-19,2024-10-18,,Open,EMP0193,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000429,DFT002018,SUP091,2025-04-29,2025-06-13,,Open,EMP0190,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000430,DFT002019,SUP060,2025-07-03,2025-08-17,,In Progress,EMP0115,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000431,DFT002024,SUP091,2025-04-05,2025-04-19,,Open,EMP0129,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000432,DFT002038,SUP013,2024-10-08,2024-10-22,2024-10-20,Closed,EMP0001,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000433,DFT002054,SUP020,2025-05-17,2025-06-16,,Open,EMP0159,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000434,DFT002060,SUP067,2026-06-14,2026-07-14,,In Progress,EMP0143,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000435,DFT002061,SUP051,2025-09-16,2025-10-31,2025-10-01,Closed,EMP0029,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR000436,DFT002062,SUP033,2026-01-06,2026-01-20,,In Progress,EMP0085,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000437,DFT002068,SUP100,2026-07-24,2026-08-23,,Overdue,EMP0162,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000438,DFT002077,SUP077,2025-09-04,2025-09-18,2025-09-16,Closed,EMP0197,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR000439,DFT002080,SUP044,2025-01-19,2025-03-05,2025-02-16,Closed,EMP0197,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR000440,DFT002089,SUP079,2024-09-06,2024-10-21,,Open,EMP0129,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000441,DFT002093,SUP063,2025-03-14,2025-04-13,2025-04-03,Closed,EMP0116,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000442,DFT002099,SUP083,2026-02-01,2026-03-03,,Open,EMP0116,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000443,DFT002110,SUP036,2024-10-21,2024-11-04,,In Progress,EMP0130,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000444,DFT002112,SUP077,2025-03-20,2025-04-19,,Open,EMP0060,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000445,DFT002124,SUP083,2026-03-28,2026-04-11,2026-04-11,Closed,EMP0113,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000446,DFT002130,SUP057,2025-02-12,2025-04-13,2025-04-02,Closed,EMP0043,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000447,DFT002133,SUP038,2026-07-31,2026-09-14,,In Progress,EMP0154,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000448,DFT002138,SUP001,2025-05-28,2025-07-27,,Open,EMP0198,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000449,DFT002142,SUP007,2025-08-29,2025-09-12,2025-09-12,Closed,EMP0165,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Rejected
CAR000450,DFT002149,SUP015,2025-11-18,2026-01-02,,Open,EMP0045,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000451,DFT002153,SUP020,2025-05-08,2025-07-07,2025-05-24,Closed,EMP0157,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000452,DFT002155,SUP079,2024-12-12,2025-01-26,,Overdue,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000453,DFT002156,SUP064,2025-01-10,2025-01-24,,In Progress,EMP0193,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000454,DFT002161,SUP006,2025-02-01,2025-02-15,,Open,EMP0129,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000455,DFT002170,SUP010,2025-10-14,2025-11-13,2025-11-09,Closed,EMP0066,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000456,DFT002177,SUP084,2026-04-03,2026-05-03,,Open,EMP0011,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000457,DFT002179,SUP079,2024-09-03,2024-09-17,,In Progress,EMP0162,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000458,DFT002186,SUP032,2025-03-17,2025-05-01,,Overdue,EMP0092,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000459,DFT002200,SUP075,2025-10-30,2025-12-29,,Open,EMP0160,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000460,DFT002205,SUP054,2025-06-20,2025-07-04,,In Progress,EMP0109,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000461,DFT002208,SUP052,2026-06-03,2026-07-18,2026-07-18,Closed,EMP0122,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000462,DFT002212,SUP074,2025-01-18,2025-03-19,,In Progress,EMP0078,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000463,DFT002218,SUP055,2025-07-03,2025-09-01,,Open,EMP0172,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000464,DFT002226,SUP032,2025-09-29,2025-11-28,,In Progress,EMP0134,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000465,DFT002227,SUP054,2025-04-25,2025-05-09,,Open,EMP0169,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000466,DFT002228,SUP069,2025-07-27,2025-09-25,2025-09-13,Closed,EMP0129,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000467,DFT002233,SUP010,2025-02-08,2025-02-22,,In Progress,EMP0198,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000468,DFT002236,SUP063,2025-03-25,2025-04-08,2025-04-07,Closed,EMP0143,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000469,DFT002237,SUP063,2025-03-25,2025-05-09,,Open,EMP0129,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000470,DFT002242,SUP099,2025-12-23,2026-02-21,,In Progress,EMP0029,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000471,DFT002245,SUP038,2024-11-22,2025-01-21,,In Progress,EMP0110,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000472,DFT002248,SUP003,2024-12-10,2025-01-09,2024-12-17,Closed,EMP0098,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000473,DFT002260,SUP072,2025-11-28,2026-01-27,,Open,EMP0159,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000474,DFT002261,SUP036,2025-06-24,2025-08-23,,In Progress,EMP0003,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000475,DFT002272,SUP046,2025-03-04,2025-04-18,,Overdue,EMP0072,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000476,DFT002274,SUP007,2025-03-17,2025-03-31,2025-03-29,Closed,EMP0017,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000477,DFT002280,SUP086,2024-07-27,2024-09-10,,Overdue,EMP0027,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000478,DFT002281,SUP023,2024-08-06,2024-09-20,2024-08-22,Closed,EMP0072,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000479,DFT002305,SUP085,2025-07-28,2025-08-11,,In Progress,EMP0016,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000480,DFT002308,SUP088,2025-02-13,2025-02-27,2025-02-21,Closed,EMP0054,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000481,DFT002314,SUP043,2024-10-29,2024-12-28,2024-11-23,Closed,EMP0029,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000482,DFT002316,SUP018,2026-07-11,2026-08-25,2026-07-25,Closed,EMP0057,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000483,DFT002322,SUP052,2025-12-21,2026-01-04,2026-01-03,Closed,EMP0007,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000484,DFT002323,SUP087,2026-01-18,2026-03-19,2026-03-11,Closed,EMP0126,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000485,DFT002324,SUP023,2025-06-11,2025-08-10,,In Progress,EMP0117,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000486,DFT002326,SUP069,2024-09-19,2024-10-03,2024-10-02,Closed,EMP0102,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000487,DFT002329,SUP097,2025-02-23,2025-04-09,2025-03-03,Closed,EMP0079,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000488,DFT002335,SUP058,2026-02-26,2026-03-12,,Open,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000489,DFT002337,SUP043,2025-07-16,2025-08-30,,Open,EMP0186,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000490,DFT002343,SUP013,2025-10-25,2025-12-09,,Open,EMP0165,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000491,DFT002344,SUP061,2026-03-22,2026-04-21,,Overdue,EMP0154,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000492,DFT002349,SUP017,2025-12-16,2025-12-30,,In Progress,EMP0194,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000493,DFT002352,SUP010,2026-02-24,2026-04-10,,In Progress,EMP0091,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000494,DFT002355,SUP020,2026-06-02,2026-07-02,,In Progress,EMP0187,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000495,DFT002356,SUP060,2024-12-26,2025-01-25,,Overdue,EMP0020,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000496,DFT002357,SUP060,2024-12-26,2025-01-09,,Open,EMP0193,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000497,DFT002363,SUP022,2026-06-04,2026-08-03,,In Progress,EMP0186,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000498,DFT002364,SUP041,2024-09-16,2024-10-16,,In Progress,EMP0142,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000499,DFT002369,SUP049,2025-09-01,2025-10-31,2025-10-10,Closed,EMP0007,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000500,DFT002377,SUP092,2026-05-13,2026-06-27,,In Progress,EMP0107,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000501,DFT002380,SUP083,2025-11-11,2025-12-11,2025-12-05,Closed,EMP0154,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000502,DFT002383,SUP011,2025-09-03,2025-11-02,,In Progress,EMP0027,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000503,DFT002384,SUP099,2026-03-04,2026-04-03,2026-03-17,Closed,EMP0172,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000504,DFT002385,SUP078,2024-12-01,2025-01-15,2024-12-06,Closed,EMP0184,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000505,DFT002387,SUP059,2026-03-02,2026-04-16,,In Progress,EMP0129,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000506,DFT002392,SUP037,2024-11-29,2024-12-13,2024-12-06,Closed,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000507,DFT002393,SUP075,2024-11-07,2025-01-06,,Open,EMP0081,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000508,DFT002397,SUP094,2026-08-12,2026-09-26,,Overdue,EMP0009,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000509,DFT002403,SUP016,2026-05-26,2026-07-25,,Open,EMP0017,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000510,DFT002408,SUP070,2025-08-17,2025-08-31,,Open,EMP0017,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000511,DFT002414,SUP036,2025-11-17,2025-12-01,2025-11-25,Closed,EMP0014,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
CAR000512,DFT002420,SUP018,2025-08-01,2025-08-15,,In Progress,EMP0001,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000513,DFT002427,SUP006,2025-10-23,2025-12-07,,In Progress,EMP0061,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000514,DFT002436,SUP004,2025-03-06,2025-05-05,,In Progress,EMP0021,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000515,DFT002445,SUP014,2026-06-13,2026-07-28,,Open,EMP0021,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000516,DFT002446,SUP005,2024-08-22,2024-10-06,,In Progress,EMP0183,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000517,DFT002450,SUP056,2025-12-03,2026-01-02,,In Progress,EMP0197,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000518,DFT002451,SUP056,2025-12-03,2026-01-02,,Open,EMP0090,"Investigate critical defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000519,DFT002456,SUP010,2026-01-29,2026-03-30,,Open,EMP0003,"Investigate minor defect, identify root cause, implement corrective action, and verify effectiveness.",Pending
CAR000520,DFT002460,SUP081,2025-01-21,2025-03-22,2025-02-14,Closed,EMP0027,"Investigate major defect, identify root cause, implement corrective action, and verify effectiveness.",Verified
